Date,Aave,BinanceCoin,Bitcoin,Cardano,ChainLink,Cosmos,Dogecoin,EOS,Ethereum,Iota,Litecoin,Monero,NEM,Polkadot,Solana,Stellar,Tether,Tron,Uniswap,USDCoin,WrappedBitcoin,XRP
2013-10-26T23:59:59.948Z,,,177.3200073,,,,,,,,2.212949991,,,,,,,,,,,0.00606441
2013-10-27T23:59:59.948Z,,,196.4400024,,,,,,,,2.129410028,,,,,,,,,,,0.00684241
2013-10-28T23:59:59.948Z,,,198.5500031,,,,,,,,2.176110029,,,,,,,,,,,0.00594199
2013-10-29T23:59:59.948Z,,,204.3899994,,,,,,,,2.12770009,,,,,,,,,,,0.00599809
2013-10-30T23:59:59.948Z,,,199.9700012,,,,,,,,2.293100119,,,,,,,,,,,0.00585431
2013-10-31T23:59:59.948Z,,,204,,,,,,,,2.360280037,,,,,,,,,,,0.00607286
2013-11-01T23:59:59.948Z,,,206.1799927,,,,,,,,2.453540087,,,,,,,,,,,0.0063535
2013-11-02T23:59:59.948Z,,,206.2200012,,,,,,,,2.701479912,,,,,,,,,,,0.00681442
2013-11-03T23:59:59.948Z,,,215.0500031,,,,,,,,2.883820057,,,,,,,,,,,0.00716025
2013-11-04T23:59:59.948Z,,,229.1000061,,,,,,,,3.081389904,,,,,,,,,,,0.00701109
2013-11-05T23:59:59.948Z,,,245.2400055,,,,,,,,3.038520098,,,,,,,,,,,0.00715016
2013-11-06T23:59:59.948Z,,,262.5,,,,,,,,3.386250019,,,,,,,,,,,0.00777566
2013-11-07T23:59:59.948Z,,,296.4100037,,,,,,,,4.389830112,,,,,,,,,,,0.00893886
2013-11-08T23:59:59.948Z,,,338.1099854,,,,,,,,4.605060101,,,,,,,,,,,0.0107215
2013-11-09T23:59:59.948Z,,,339.1099854,,,,,,,,4.215139866,,,,,,,,,,,0.00865253
2013-11-10T23:59:59.948Z,,,326.6199951,,,,,,,,3.932499886,,,,,,,,,,,0.0086094
2013-11-11T23:59:59.948Z,,,342.4400024,,,,,,,,4.003119946,,,,,,,,,,,0.00868086
2013-11-12T23:59:59.948Z,,,360.3299866,,,,,,,,3.981650114,,,,,,,,,,,0.00955676
2013-11-13T23:59:59.948Z,,,407.3699951,,,,,,,,4.114439964,,,,,,,,,,,0.0108459
2013-11-14T23:59:59.948Z,,,420.2000122,,,,,,,,4.286039829,,,,,,,,,,,0.00964628
2013-11-15T23:59:59.948Z,,,417.9500122,,,,,,,,4.208759785,,,,,,,,,,,0.00968473
2013-11-16T23:59:59.948Z,,,440.2200012,,,,,,,,4.30095005,,,,,,,,,,,0.0101396
2013-11-17T23:59:59.948Z,,,492.1099854,,,,,,,,4.089429855,,,,,,,,,,,0.0102088
2013-11-18T23:59:59.948Z,,,703.5599976,,,,,,,,9.371419907,,,,,,,,,,,0.0109176
2013-11-19T23:59:59.948Z,,,584.6099854,,,,,,,,8.02670002,,,,,,,,,,,0.00722527
2013-11-20T23:59:59.948Z,,,590.8300171,,,,,,,,7.976200104,,,,,,,,,,,0.0074667
2013-11-21T23:59:59.948Z,,,722.4299927,,,,,,,,9.348239899,,,,,,,,,,,0.00993526
2013-11-22T23:59:59.948Z,,,771.4400024,,,,,,,,10.12899971,,,,,,,,,,,0.0097174
2013-11-23T23:59:59.948Z,,,797.8200073,,,,,,,,10.61100006,,,,,,,,,,,0.00979751
2013-11-24T23:59:59.948Z,,,774.25,,,,,,,,10.4059,,,,,,,,,,,0.0116679
2013-11-25T23:59:59.948Z,,,799.1099854,,,,,,,,12.2663002,,,,,,,,,,,0.018208001
2013-11-26T23:59:59.948Z,,,928.0999756,,,,,,,,20.35320091,,,,,,,,,,,0.0299125
2013-11-27T23:59:59.948Z,,,1001.960022,,,,,,,,39.03639984,,,,,,,,,,,0.0240958
2013-11-28T23:59:59.948Z,,,1031.949951,,,,,,,,43.39350128,,,,,,,,,,,0.0289813
2013-11-29T23:59:59.948Z,,,1131.969971,,,,,,,,37.73989868,,,,,,,,,,,0.0309863
2013-11-30T23:59:59.948Z,,,1129.430054,,,,,,,,40.46749878,,,,,,,,,,,0.0383862
2013-12-01T23:59:59.948Z,,,955.8499756,,,,,,,,34.73559952,,,,,,,,,,,0.051496498
2013-12-02T23:59:59.948Z,,,1043.329956,,,,,,,,33.17789841,,,,,,,,,,,0.055252101
2013-12-03T23:59:59.948Z,,,1078.280029,,,,,,,,39.78850174,,,,,,,,,,,0.0486717
2013-12-04T23:59:59.948Z,,,1151.170044,,,,,,,,44.73450089,,,,,,,,,,,0.058692101
2013-12-05T23:59:59.948Z,,,1045.109985,,,,,,,,37.74940109,,,,,,,,,,,0.055152901
2013-12-06T23:59:59.948Z,,,829.4500122,,,,,,,,29.83530045,,,,,,,,,,,0.042211499
2013-12-07T23:59:59.948Z,,,698.2299805,,,,,,,,23.29299927,,,,,,,,,,,0.0330665
2013-12-08T23:59:59.948Z,,,795.8699951,,,,,,,,27.27449989,,,,,,,,,,,0.036455501
2013-12-09T23:59:59.948Z,,,893.1900024,,,,,,,,31.56529999,,,,,,,,,,,0.0389302
2013-12-10T23:59:59.948Z,,,988.5100098,,,,,,,,36.28820038,,,,,,,,,,,0.043783698
2013-12-11T23:59:59.948Z,,,878.4799805,,,,,,,,30.97520065,,,,,,,,,,,0.037937399
2013-12-12T23:59:59.948Z,,,873.2600098,,,,,,,,31.58580017,,,,,,,,,,,0.0346503
2013-12-13T23:59:59.948Z,,,892.5800171,,,,,,,,31.20459938,,,,,,,,,,,0.0351451
2013-12-14T23:59:59.948Z,,,872.5999756,,,,,,,,30.37520027,,,,,,,,,,,0.031940501
2013-12-15T23:59:59.948Z,,,876.1199951,,,,,,,,31.27750015,,,,,,,,,,,0.0291369
2013-12-16T23:59:59.948Z,,,705.9699707,,,,0.000204731,,,,24.63839912,,,,,,,,,,,0.021564599
